id,filename,split,y,a,blip_caption
183062,183062.jpg,2,0,0,a woman in a pink sweater and black jacket
183063,183063.jpg,2,0,0,a woman with long brown hair wearing a denim jacket
183064,183064.jpg,2,0,0,a woman with long black hair
183065,183065.jpg,2,0,0,a woman in a black dress sitting on a chair
183066,183066.jpg,2,0,0,a woman with long brown hair
183067,183067.jpg,2,0,1,a man in a tuxed tuxed tuxed tuxed tuxed tuxed tuxed tuxed tuxed tuxed tuxed tuxed
183068,183068.jpg,2,0,1,person and person at the premiere of ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `
183069,183069.jpg,2,1,0,a woman in a white shirt and black leather jacket
183070,183070.jpg,2,1,0,a woman with blonde hair standing in front of a building
183071,183071.jpg,2,1,0,a woman in a striped shirt leaning against a wall
183072,183072.jpg,2,0,1,the man is wearing a blue shirt
183073,183073.jpg,2,0,0,a woman in a green dress posing for the camera
183074,183074.jpg,2,0,0,a woman in a white shirt and black pants
183075,183075.jpg,2,0,0,the woman is wearing a white jacket
183076,183076.jpg,2,0,1,a man in a suit and tie standing in front of a microphone
183077,183077.jpg,2,0,0,a woman in a pink dress posing for the camera
183078,183078.jpg,2,0,1,a man wearing a hat
183079,183079.jpg,2,0,1,a man wearing a plaid shirt
183080,183080.jpg,2,0,0,a woman wearing a pink coat
183081,183081.jpg,2,0,1,a man with a guitar in his hands
183082,183082.jpg,2,0,0,a woman in a black dress and gold necklace
183083,183083.jpg,2,1,0,the woman is wearing a red shirt
183084,183084.jpg,2,0,1,the man is wearing a suit
183085,183085.jpg,2,1,0,a woman sitting at a table with a laptop
183086,183086.jpg,2,1,0,a woman with blonde hair standing in front of a black background
183087,183087.jpg,2,0,0,the woman is wearing a red and black jacket
183088,183088.jpg,2,0,0,a woman in a yellow dress posing for the camera
183089,183089.jpg,2,0,1,"person is listed as one of the most handsome actors in the world person is listed as one of the most handsome actors in the world person, person, person, person, person, person, person, person, person, person, person, person"
183090,183090.jpg,2,0,1,a man in a white shirt and glasses standing in front of a white wall
183091,183091.jpg,2,0,1,a man in a black and white striped shirt
183092,183092.jpg,2,0,1,a man wearing a suit
183093,183093.jpg,2,0,0,a woman wearing a black hat and a black coat
183094,183094.jpg,2,0,0,"person is listed as one of the most beautiful women in the world person is listed as one of the most beautiful women in the most beautiful women, person, person, person, person, person, person, person, person, person, person,"
183095,183095.jpg,2,0,1,a man in a suit and tie standing in front of a painting
183096,183096.jpg,2,1,0,a woman in a pink suit and necklace
183097,183097.jpg,2,1,0,a woman in a black dress posing for the camera
183098,183098.jpg,2,0,1,the man is wearing a black suit
183099,183099.jpg,2,0,1,a man in a maroon shirt and white pants
183100,183100.jpg,2,0,0,a woman with long brown hair wearing a black dress
183101,183101.jpg,2,0,0,a woman sitting in a chair at a party
183102,183102.jpg,2,0,0,"a young woman holding a sign that says, ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `"
183103,183103.jpg,2,0,0,a woman standing in front of a blackboard
183104,183104.jpg,2,0,0,a woman with long brown hair and a black dress
183105,183105.jpg,2,0,1,a man in a suit and tie standing in front of a building
183106,183106.jpg,2,0,0,a woman in a black dress smiling at the camera
183107,183107.jpg,2,0,0,the woman is wearing a black dress
183108,183108.jpg,2,0,1,a man in a red shirt holding a soccer ball
183109,183109.jpg,2,0,1,a man in a black shirt is leaning against a red wall
183110,183110.jpg,2,0,1,a man in a suit and tie speaking into a microphone
183111,183111.jpg,2,0,0,a woman sitting in a chair with a laptop
183112,183112.jpg,2,0,1,a man in a suit singing into a microphone
183113,183113.jpg,2,0,1,a man in a blue shirt sitting on a bench
183114,183114.jpg,2,0,1,the man is wearing glasses
183115,183115.jpg,2,0,0,a young boy in a blue shirt smiles at the camera
183116,183116.jpg,2,0,0,a woman with long black hair and a white shirt
183117,183117.jpg,2,0,0,an old woman in a sari sari sari sari sari sari sari sari sari sari sari sar
183118,183118.jpg,2,0,0,a woman with long brown hair and a red dress
183119,183119.jpg,2,0,0,a woman holding a small dog on a red carpet
183120,183120.jpg,2,1,0,a woman with long blonde hair
183121,183121.jpg,2,0,1,a man with a tennis racket and a racket racket racket racket racket racket
183122,183122.jpg,2,0,0,a woman in a green dress with a flower in her hair
183123,183123.jpg,2,1,0,the woman is wearing a black jacket
183124,183124.jpg,2,0,0,a woman with a towel on her head talking on a phone
183125,183125.jpg,2,0,1,the man is wearing a blue shirt
183126,183126.jpg,2,1,0,a woman holding an umbrella and smiling at the camera
183127,183127.jpg,2,0,0,a woman in a pink shirt and black pants
183128,183128.jpg,2,1,0,person at the premiere of ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `
183129,183129.jpg,2,0,1,a man standing in front of a large screen
183130,183130.jpg,2,0,0,a woman in a black dress standing on a red carpet
183131,183131.jpg,2,0,0,a woman in a white dress posing for a picture
183132,183132.jpg,2,1,0,a painting of a woman in a white dress
183133,183133.jpg,2,0,0,a woman sitting at a table with a plate of food in front of her
183134,183134.jpg,2,0,1,a young man wearing headphones while sitting on a bench
183135,183135.jpg,2,1,0,a woman with long hair and a black shirt smiles at the camera
183136,183136.jpg,2,0,0,a woman with long hair and a black hat smiles at the camera
183137,183137.jpg,2,0,0,a woman with long blonde hair wearing a red leather jacket
183138,183138.jpg,2,0,0,a woman with long black hair
183139,183139.jpg,2,0,1,the man is wearing a black shirt
183140,183140.jpg,2,0,0,a woman sitting at a table with a plate of food in front of her
183141,183141.jpg,2,0,0,a woman in a pink dress posing for the camera
183142,183142.jpg,2,0,1,a man wearing a white shirt and a necklace
183143,183143.jpg,2,0,0,a woman sitting on a chair with her hand on her chin
183144,183144.jpg,2,0,1,a man in a suit and glasses speaking into a microphone
183145,183145.jpg,2,0,1,a man in a suit and tie giving a speech
183146,183146.jpg,2,0,1,a man in a blue shirt and black pants
183147,183147.jpg,2,0,0,a woman in a white dress and a blue hat
183148,183148.jpg,2,0,1,a man with long hair wearing a red banda
183149,183149.jpg,2,0,0,the woman is wearing a red scarf
183150,183150.jpg,2,0,0,a woman in a white shirt and black pants
183151,183151.jpg,2,0,1,the man is smiling
183152,183152.jpg,2,0,1,a man in a blue jacket and hat sitting at a table
183153,183153.jpg,2,0,1,a man in a black shirt holding a microphone
183154,183154.jpg,2,0,0,a woman in a floral dress singing into a microphone
183155,183155.jpg,2,1,0,a woman in a pink dress sitting in front of a mirror
183156,183156.jpg,2,0,1,a man wearing a suit
183157,183157.jpg,2,1,0,a woman with long blonde hair in a black dress
183158,183158.jpg,2,1,0,a woman with long blonde hair
183159,183159.jpg,2,0,1,the man is wearing a brown vest
183160,183160.jpg,2,0,1,a man with long hair and a beard
183161,183161.jpg,2,0,0,a woman with long brown hair sitting on a chair
183162,183162.jpg,2,0,0,a woman in a suit and tie standing in front of a computer
183163,183163.jpg,2,0,0,a woman with long blonde hair
183164,183164.jpg,2,0,1,a man holding a trophy in front of a blue background
183165,183165.jpg,2,0,1,the man is holding a tennis racket
183166,183166.jpg,2,0,0,a woman in a green shirt and hat
183167,183167.jpg,2,0,0,a woman in a black dress posing for the camera
183168,183168.jpg,2,0,0,a woman in a yellow bikini top
183169,183169.jpg,2,0,0,a woman with blonde hair
183170,183170.jpg,2,0,0,a woman in a blue dress posing for the camera
183171,183171.jpg,2,1,1,a young boy in a suit and tie
183172,183172.jpg,2,0,1,a man sitting at a table in front of a sign
183173,183173.jpg,2,0,0,a woman in a white dress posing for the camera
183174,183174.jpg,2,0,0,a woman with long blonde hair
183175,183175.jpg,2,0,0,a woman holding up a bag of food
183176,183176.jpg,2,0,0,the woman is wearing glasses
183177,183177.jpg,2,0,0,a woman with long brown hair
183178,183178.jpg,2,0,1,a young man in a black shirt
183179,183179.jpg,2,0,1,a man in a blue jacket smiles at the camera
183180,183180.jpg,2,0,1,a man in a suit and tie standing on a red carpet
183181,183181.jpg,2,0,0,a woman with long black hair wearing sunglasses
183182,183182.jpg,2,0,0,the woman is wearing a white shirt
183183,183183.jpg,2,0,0,a woman in a pink dress posing for the camera
183184,183184.jpg,2,0,1,a man in a black shirt standing next to a tree
183185,183185.jpg,2,1,0,a woman with long blonde hair standing in front of a white wall
183186,183186.jpg,2,0,0,a woman in a blue dress posing for the camera
183187,183187.jpg,2,0,0,a woman in a blue dress standing in front of a white wall
183188,183188.jpg,2,1,1,a woman running in a race
183189,183189.jpg,2,0,1,a man with long hair wearing a cowboy hat
183190,183190.jpg,2,0,0,a woman in a pink dress standing on a red carpet
183191,183191.jpg,2,0,1,a man in a blue shirt smiles at the camera
183192,183192.jpg,2,0,1,a young man in a blue shirt standing in front of a yellow wall
183193,183193.jpg,2,0,0,a young girl in a blue and white dress
183194,183194.jpg,2,1,0,a woman with long hair
183195,183195.jpg,2,0,1,person is listed as one of the greatest players in the nba history
183196,183196.jpg,2,0,1,the man is wearing a black jacket
183197,183197.jpg,2,0,0,a woman in a black dress posing for the camera
183198,183198.jpg,2,0,1,a man in a suit and tie standing next to a building
183199,183199.jpg,2,0,1,a man in a black shirt and hat posing for the camera
183200,183200.jpg,2,0,1,a man wearing a white tank top
183201,183201.jpg,2,1,0,a woman on a boat
183202,183202.jpg,2,0,0,a woman with long black hair wearing a black dress
183203,183203.jpg,2,1,0,a woman with blonde hair and a black jacket
183204,183204.jpg,2,1,0,person photo person at the world premiere of the muppets at the chinese theater hollywood hollywood ca
183205,183205.jpg,2,1,0,a woman in a black dress smiling at the camera
183206,183206.jpg,2,0,1,a young man in a plaid shirt smiles at the camera
183207,183207.jpg,2,0,0,a woman sitting on the floor in front of a mirror
183208,183208.jpg,2,0,1,a man wearing a suit and tie
183209,183209.jpg,2,1,0,a man and a woman sitting next to each other people
183210,183210.jpg,2,1,0,a woman with long brown hair smiles at the camera
183211,183211.jpg,2,0,0,a young woman in a white shirt and black jacket
183212,183212.jpg,2,0,1,a man sitting at a table with a laptop
183213,183213.jpg,2,0,1,a man in a black shirt singing into a microphone
183214,183214.jpg,2,0,1,a man in a suit and tie standing in front of a tree
183215,183215.jpg,2,1,1,the man is wearing a plaid shirt
183216,183216.jpg,2,0,0,"person is listed as one of the most beautiful women in the world person, person, person, person, person, person, person, person, person, person, person, person, person, person"
183217,183217.jpg,2,0,0,a woman in a dress standing in front of a poster
183218,183218.jpg,2,0,1,a man in a suit and tie standing next to a woman
183219,183219.jpg,2,0,1,the man is wearing a white shirt
183220,183220.jpg,2,0,0,a woman with red hair
183221,183221.jpg,2,0,0,a woman sitting at a table with a plate of food
183222,183222.jpg,2,0,0,a woman holding a tennis racket
183223,183223.jpg,2,1,0,a woman in a black dress smiling at the camera
183224,183224.jpg,2,0,0,a woman in a black dress and jacket posing for the camera
183225,183225.jpg,2,0,1,a man in a baseball uniform holding a bat
183226,183226.jpg,2,1,0,the woman is wearing a black hat
183227,183227.jpg,2,0,1,a man in a suit and tie leaning against a wall
183228,183228.jpg,2,0,0,the woman is wearing a white jacket
183229,183229.jpg,2,1,0,a woman with long blonde hair
183230,183230.jpg,2,0,0,a woman with long brown hair wearing a white dress
183231,183231.jpg,2,0,0,a woman with curly hair
183232,183232.jpg,2,0,1,a man in a blue shirt and black jacket
183233,183233.jpg,2,1,0,a woman in a green dress posing for the camera
183234,183234.jpg,2,0,1,a man with a beard and a black shirt
183235,183235.jpg,2,0,0,a woman with long brown hair
183236,183236.jpg,2,0,0,a woman in a white dress holding a microphone
183237,183237.jpg,2,0,1,a tennis player is about to hit the ball
183238,183238.jpg,2,0,1,a man in a black shirt smiles at the camera
183239,183239.jpg,2,0,1,a black woman in a white shirt and black pants
183240,183240.jpg,2,0,0,a woman with long curly hair standing in front of a red curtain
183241,183241.jpg,2,0,0,a woman with short hair
183242,183242.jpg,2,0,1,a man in a suit and tie standing at a podium
183243,183243.jpg,2,1,0,a woman in a black dress
183244,183244.jpg,2,1,0,a woman with long hair in a black dress
183245,183245.jpg,2,0,0,a woman in a black bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra bra
183246,183246.jpg,2,0,1,a man in a suit and tie standing in front of a white wall
183247,183247.jpg,2,0,0,a woman with long brown hair
183248,183248.jpg,2,0,1,a man in a black suit and white shirt
183249,183249.jpg,2,1,0,a woman in a black dress posing for the camera
183250,183250.jpg,2,1,0,a woman with long brown hair and a black top
183251,183251.jpg,2,0,0,a woman with long black hair
183252,183252.jpg,2,0,1,a man with a beard sitting on a couch
183253,183253.jpg,2,0,1,a man in a suit and tie standing on a red carpet
183254,183254.jpg,2,0,1,the man is wearing a black jacket
183255,183255.jpg,2,1,0,a woman in a black dress posing for the camera
183256,183256.jpg,2,0,0,a woman in a black dress posing for a photo
183257,183257.jpg,2,0,0,a woman with long hair standing in front of a window
183258,183258.jpg,2,0,1,a man in a white shirt sitting at a table
183259,183259.jpg,2,0,0,a woman in a black dress and red lipstick
183260,183260.jpg,2,0,1,a man in a suit and tie standing in front of a building
